"x1","x2","x3","x4","x5","x6","x7"
2.302585092994046,2.302585092994046,4.605170185988092,3.6888794541139363,2.302585092994046,-439404.04746734886,0.0
2.302585092994046,2.302585092994046,4.605170185988092,3.6888794541139363,2.302585092994046,-439404.04746734886,0.0
1.4207615835685874,2.9183584288981637,4.399862408222597,3.4393174161273463,2.0482573943718423,-253328.1873196334,1.0
1.3612115872421588,3.183535434577479,4.242030466107488,2.8007996940715576,1.556050031719949,-233461.4499008307,1.0
1.3612115872421588,3.183535434577479,4.242030466107488,2.8007996940715576,1.556050031719949,-233461.4499008307,0.0
1.3612115872421588,3.183535434577479,4.242030466107488,2.8007996940715576,1.556050031719949,-233461.4499008307,0.0
1.3612115872421588,3.183535434577479,4.242030466107488,2.8007996940715576,1.556050031719949,-233461.4499008307,0.0
1.404686621335018,3.646298357024705,3.7265734580094074,2.588375493349535,1.4032403715648158,-224047.19812508894,1.0
1.404686621335018,3.646298357024705,3.7265734580094074,2.588375493349535,1.4032403715648158,-224047.19812508894,0.0
1.404686621335018,3.646298357024705,3.7265734580094074,2.588375493349535,1.4032403715648158,-224047.19812508894,0.0
1.404686621335018,3.646298357024705,3.7265734580094074,2.588375493349535,1.4032403715648158,-224047.19812508894,0.0
1.188487585328569,2.9946298075701265,3.0471206966649267,2.6498229554118993,1.193831093051211,-207863.71505369333,1.0
1.188487585328569,2.9946298075701265,3.0471206966649267,2.6498229554118993,1.193831093051211,-207863.71505369333,0.0
1.188487585328569,2.9946298075701265,3.0471206966649267,2.6498229554118993,1.193831093051211,-207863.71505369333,0.0
1.6691916757591316,2.7498592087955465,3.5958652694238675,2.4740566576004515,1.1869727852932161,-201902.30177628924,1.0
1.6691916757591316,2.7498592087955465,3.5958652694238675,2.4740566576004515,1.1869727852932161,-201902.30177628924,0.0
1.6691916757591316,2.7498592087955465,3.5958652694238675,2.4740566576004515,1.1869727852932161,-201902.30177628924,0.0
1.2105534128074162,2.0881853028237813,3.682826014817387,2.488329159232962,1.5178315380163903,-188889.33105220937,1.0
1.2105534128074162,2.0881853028237813,3.682826014817387,2.488329159232962,1.5178315380163903,-188889.33105220937,0.0
1.2105534128074162,2.0881853028237813,3.682826014817387,2.488329159232962,1.5178315380163903,-188889.33105220937,0.0
1.2105534128074162,2.0881853028237813,3.682826014817387,2.488329159232962,1.5178315380163903,-188889.33105220937,0.0
0.6025056672409632,1.4489038327600225,3.672496633891192,2.64918525601114,1.96497064214263,-173341.85366312414,1.0
0.6025056672409632,1.4489038327600225,3.672496633891192,2.64918525601114,1.96497064214263,-173341.85366312414,0.0
0.6025056672409632,1.4489038327600225,3.672496633891192,2.64918525601114,1.96497064214263,-173341.85366312414,0.0
0.6025056672409632,1.4489038327600225,3.672496633891192,2.64918525601114,1.96497064214263,-173341.85366312414,0.0
0.6025056672409632,1.4489038327600225,3.672496633891192,2.64918525601114,1.96497064214263,-173341.85366312414,0.0
0.3569276108366621,1.2528983695442877,3.2413778864721556,3.0432873512535688,2.651818718251547,-172739.9326680464,1.0
0.08841506221022727,1.0571535794565963,3.366054904905693,2.8176964917185687,2.3471704375299796,-165968.93264622026,1.0
0.08841506221022727,1.0571535794565963,3.366054904905693,2.8176964917185687,2.3471704375299796,-165968.93264622026,0.0
0.08841506221022727,1.0571535794565963,3.366054904905693,2.8176964917185687,2.3471704375299796,-165968.93264622026,0.0
0.08841506221022727,1.0571535794565963,3.366054904905693,2.8176964917185687,2.3471704375299796,-165968.93264622026,0.0
0.08841506221022727,1.0571535794565963,3.366054904905693,2.8176964917185687,2.3471704375299796,-165968.93264622026,0.0
-0.8297570159762326,0.7983495824847671,3.368249793313155,2.6688986234226815,2.1075339500092607,-155863.040840713,1.0
-0.8297570159762326,0.7983495824847671,3.368249793313155,2.6688986234226815,2.1075339500092607,-155863.040840713,0.0
-0.8297570159762326,0.7983495824847671,3.368249793313155,2.6688986234226815,2.1075339500092607,-155863.040840713,0.0
-0.8143703034622116,0.5720483764522488,3.6101477591033793,2.42012123792584,2.0079559504019517,-152337.6960967462,1.0
-0.8143703034622116,0.5720483764522488,3.6101477591033793,2.42012123792584,2.0079559504019517,-152337.6960967462,0.0
-0.8143703034622116,0.5720483764522488,3.6101477591033793,2.42012123792584,2.0079559504019517,-152337.6960967462,0.0
-0.8143703034622116,0.5720483764522488,3.6101477591033793,2.42012123792584,2.0079559504019517,-152337.6960967462,0.0
-2.378389211597094,-0.4556074326184847,3.4149880218477318,2.4654612522864627,2.348696917013577,-151638.0227772295,1.0
-2.6551378684703364,-0.3761239710473539,3.023154711271608,2.9950179357466227,2.163655189482592,-148266.63405734298,1.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,1.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
-3.1560553560760867,-0.7121586461479754,3.6646370258223877,3.2934679953924855,1.5278152665598308,-139823.60519105475,0.0
